claim_amount,days_to_report,num_prior_claims,policy_age_years,claim_type,is_fraud
310.13,4,1,1.93,auto,0
4131.07,5,0,11.82,home,0
15806.02,3,0,18.68,home,0
963.7,1,1,2.6,auto,0
5855.99,1,2,2.34,auto,0
1121.56,4,1,14.47,home,0
3837.5,5,1,6.65,auto,0
508.37,2,2,13.34,auto,0
2992.56,4,0,11.13,auto,0
7056.28,6,0,19.73,health,0
2135.27,3,1,17.84,health,0
5466.81,3,0,13.72,home,0
7934.71,3,2,5.6,home,0
13098.67,2,0,5.61,life,0
1337.06,4,2,17.7,auto,0
2548.43,2,0,11.91,auto,0
826.83,1,2,15.89,auto,0
24453.27,2,1,9.27,auto,1
13086.55,2,1,2.51,auto,0
3882.18,4,1,6.99,auto,0
9226.85,4,1,3.64,auto,0
3679.83,3,3,15.75,home,0
4885.32,4,0,14.16,auto,0
466.74,4,3,2.22,home,0
7038.01,1,0,12.62,home,0
683.19,5,0,17.55,auto,0
8745.44,4,3,14.1,health,0
7616.95,1,0,10.47,home,0
6167.78,5,1,6.58,auto,0
184.15,4,1,17.8,auto,0
1805.77,1,1,8.74,health,0
1526.6,2,1,17.18,health,0
2232.5,4,2,15.77,home,0
458.62,2,0,16.42,auto,0
13819.76,6,1,19.8,home,0
4034.97,4,0,15.1,home,0
1822.99,6,2,1.16,health,0
2529.04,4,0,4.51,home,0
2963.82,4,1,1.19,auto,0
4588.89,2,0,4.2,auto,0
3625.04,1,0,1.7,auto,0
12590.79,3,0,10.28,home,0
3435.46,2,2,1.05,auto,0
24241.32,4,1,9.72,home,0
9533.33,5,0,18.03,home,0
1169.19,0,1,15.1,auto,0
13339.0,5,1,18.91,home,0
618.56,3,1,4.92,home,0
8503.65,3,0,10.86,home,0
2395.21,5,0,6.71,health,0
10517.62,0,0,10.13,home,0
10126.91,3,0,11.36,auto,0
8197.56,1,0,1.21,health,0
7803.96,2,5,5.05,health,0
1816.91,3,2,14.24,health,0
421.91,1,0,15.57,home,0
2579.02,1,1,11.6,auto,0
952.93,4,0,5.78,auto,0
5936.42,5,0,8.4,home,0
2124.0,5,0,2.37,auto,0
18567.95,2,0,19.09,health,0
5121.78,2,1,17.44,auto,0
8643.38,3,0,1.78,home,0
710.84,5,0,3.75,home,0
9903.03,6,2,11.83,home,0
12804.01,3,0,5.03,health,0
3338.0,1,1,18.72,home,0
4660.23,2,0,15.23,auto,0
7236.8,2,0,5.83,auto,0
960.88,2,1,0.62,health,0
3491.46,2,1,16.09,health,0
2543.0,2,0,8.77,auto,0
791.31,3,2,13.03,auto,0
2290.65,4,2,6.1,auto,0
353.04,3,1,3.29,life,0
130.75,2,0,13.67,auto,0
726.09,2,0,9.28,auto,0
16499.77,5,2,5.09,auto,0
3987.31,3,0,3.18,health,0
16880.89,2,1,11.82,health,0
2832.55,1,1,14.65,auto,0
1868.5,5,1,6.04,auto,0
3527.53,2,1,14.84,home,0
2894.73,2,0,4.07,auto,0
558.37,5,2,7.1,auto,0
5119.75,2,1,15.03,health,0
1216.97,3,1,13.37,health,0
4832.5,0,3,5.78,life,0
5251.98,0,2,2.88,home,0
824.52,1,3,1.33,auto,1
316.56,4,1,16.84,health,0
7587.98,6,1,1.97,auto,0
3079.08,3,2,2.74,auto,0
299.62,1,0,5.14,auto,0
26359.66,0,1,9.19,life,0
297.59,0,1,15.9,health,0
5937.8,0,0,5.33,auto,0
20576.49,1,0,11.1,auto,0
1366.79,3,1,2.26,health,0
767.21,5,2,9.56,health,0
647.04,7,0,3.96,home,0
1806.82,0,2,4.62,auto,0
532.62,4,1,7.65,home,0
5890.9,2,0,15.35,home,0
321.58,2,1,15.01,life,0
3560.86,4,1,8.59,auto,0
28564.4,0,0,2.81,home,0
8409.24,3,1,5.97,auto,0
4775.41,1,0,10.35,home,0
1828.24,3,1,17.45,auto,0
4889.45,6,0,19.38,health,0
3743.74,3,1,12.93,auto,0
2776.36,5,2,7.34,home,0
700.39,2,1,14.02,home,0
10884.36,1,1,7.06,health,0
2987.23,4,0,12.7,health,0
1082.22,7,1,5.25,auto,0
2292.43,2,0,5.71,auto,0
2673.28,4,1,1.97,home,0
8787.89,4,0,8.69,home,0
6614.05,0,1,12.55,auto,0
7333.29,5,0,15.88,health,0
55.46,7,0,16.3,auto,0
2690.59,1,0,19.85,life,0
3282.57,2,0,2.21,auto,0
96.89,3,2,10.12,auto,0
1504.26,1,1,10.67,auto,0
7141.62,2,0,16.19,home,0
737.34,2,0,5.69,auto,0
3831.93,1,0,1.85,health,0
1211.64,7,1,6.62,auto,0
60.97,0,1,19.69,auto,0
1380.09,8,2,18.04,health,0
18622.28,3,0,8.21,life,0
8085.77,3,1,17.59,home,0
16041.74,0,0,1.14,health,0
3345.73,3,1,6.63,auto,0
581.19,1,1,14.67,auto,0
3969.92,3,2,4.82,auto,0
3029.14,1,1,4.37,life,0
9300.95,1,1,17.31,home,0
516.16,5,1,12.51,auto,0
3349.51,4,0,19.79,auto,0
812.88,9,1,3.13,auto,0
1962.81,2,0,7.44,auto,0
6684.8,2,0,6.57,home,0
3231.49,2,3,17.66,auto,1
2357.13,2,2,5.48,auto,0
2508.31,4,0,7.39,auto,0
3075.81,1,1,3.29,home,0
7685.97,2,1,15.62,home,0
11132.04,2,1,5.14,home,0
15542.79,3,0,1.83,health,0
7730.05,1,1,8.98,auto,0
1894.65,1,1,8.13,auto,0
5825.92,5,2,3.96,health,0
2877.74,4,1,3.11,auto,0
1469.65,7,1,17.98,home,0
9190.22,1,1,1.82,life,0
195.92,2,0,2.44,home,0
11601.81,5,1,5.28,auto,0
3094.63,4,2,19.08,life,0
5069.54,5,0,2.16,auto,0
5384.56,4,0,16.41,home,0
11274.58,3,3,17.9,auto,0
5062.21,4,1,7.87,home,0
4758.73,6,1,6.23,home,0
344.89,4,2,13.71,home,0
3653.29,6,2,14.2,health,0
813.59,2,0,15.71,life,0
6686.26,4,3,16.7,auto,0
3589.47,0,0,5.73,health,0
5700.73,3,0,13.9,auto,0
212.83,1,0,3.13,auto,0
443.02,4,2,10.46,life,0
6299.6,2,2,12.45,home,0
374.07,3,2,3.65,auto,0
369.61,4,1,1.99,home,0
60.91,5,0,4.3,auto,0
15675.13,2,0,8.7,home,0
6687.68,4,1,17.81,home,0
2178.99,5,2,10.87,health,0
1758.69,4,1,15.1,auto,0
2151.63,5,1,3.9,auto,0
7450.58,1,3,2.57,auto,1
5414.25,3,1,5.17,auto,0
1024.04,5,1,6.62,life,0
956.46,1,0,11.19,life,0
517.9,0,2,17.68,health,0
5398.5,1,1,8.81,home,0
7227.52,2,3,10.62,health,0
1539.74,3,1,0.59,auto,0
105.84,1,2,1.15,auto,0
428.72,2,0,2.13,auto,0
17188.28,2,1,14.13,health,0
1750.94,5,3,9.98,home,0
7331.52,1,0,4.26,home,0
4899.66,3,1,12.06,auto,0
2405.85,2,2,11.12,home,0
1151.39,4,2,2.23,health,0
647.05,5,0,12.99,auto,0
4772.73,3,2,15.46,home,0
7450.14,3,1,6.09,auto,0
5162.78,3,0,13.91,health,0
3778.33,2,1,4.39,home,0
214.28,3,2,15.26,auto,0
17287.06,6,0,18.28,home,0
8015.15,2,1,9.12,auto,0
1732.36,1,1,5.27,health,0
19552.7,3,1,8.28,life,0
4605.03,1,1,5.38,home,0
4366.43,4,2,0.52,auto,0
6893.08,5,0,13.18,home,0
8350.45,2,0,1.33,home,0
5342.53,3,0,4.6,auto,0
685.38,0,0,14.59,auto,0
2064.47,1,1,13.48,health,0
13161.26,7,0,1.93,health,0
1271.98,6,4,13.37,health,0
2327.41,2,0,18.65,home,0
2828.85,2,1,1.95,health,0
2893.78,3,0,8.61,home,0
4745.87,4,1,14.72,auto,0
14330.18,3,4,13.52,health,0
1376.74,4,1,4.92,life,0
647.7,1,1,3.68,health,0
1099.93,4,2,15.79,health,0
10898.52,3,0,19.15,health,0
5189.62,4,0,15.47,home,0
1683.71,4,1,19.28,health,0
8462.66,4,2,12.3,home,0
9879.73,3,1,18.62,auto,0
9370.74,0,0,13.96,health,0
12562.0,4,2,18.22,life,0
1453.37,3,0,3.65,auto,0
7033.34,6,0,16.4,health,0
3085.93,1,0,4.34,auto,0
9225.76,3,0,1.03,life,0
6518.79,3,2,10.59,home,0
7490.54,3,1,6.71,home,0
5337.92,3,1,1.35,health,0
976.6,2,1,19.62,health,0
3937.59,3,0,13.5,health,0
20889.63,3,1,18.09,life,0
13854.0,3,0,19.98,auto,0
220.67,2,0,8.14,auto,0
900.51,2,1,5.47,health,0
706.26,2,2,4.09,life,0
6472.77,5,1,10.55,auto,0
8512.85,2,1,12.32,auto,0
1200.89,6,1,9.71,auto,0
3524.61,4,0,8.05,auto,0
9184.93,3,2,3.78,health,0
6598.82,3,0,9.12,auto,0
3907.02,0,0,2.16,auto,0
4462.23,5,0,17.37,health,0
3550.05,2,1,1.41,auto,0
1765.89,3,1,7.92,health,0
4162.3,3,0,2.45,auto,0
5837.97,4,0,15.61,home,0
10330.57,2,0,6.6,auto,0
5057.01,5,2,2.71,auto,0
7159.0,1,4,10.86,home,0
872.19,4,1,18.37,health,0
3095.37,0,0,18.22,home,0
46.88,6,2,5.37,auto,0
1416.32,2,1,14.53,health,0
6481.57,2,2,1.09,auto,0
24024.18,1,1,3.07,life,0
522.24,4,0,10.24,auto,0
2566.6,1,1,4.96,home,0
8048.96,4,1,16.07,auto,0
1141.0,3,0,18.66,home,0
4049.36,2,3,0.58,home,1
6603.87,3,4,5.04,home,0
4785.37,3,0,9.07,auto,0
1041.43,3,0,11.48,health,0
2195.51,1,3,18.36,health,0
7657.57,2,1,17.89,home,0
4039.72,4,1,12.92,home,0
26.22,2,1,5.52,home,0
7156.27,5,1,15.77,auto,0
179.75,4,2,4.45,life,0
6846.87,4,0,19.32,auto,0
1131.25,3,0,0.61,home,0
15859.18,1,1,11.61,home,0
2293.86,0,0,2.22,home,0
1979.54,2,1,8.45,health,0
806.06,1,0,12.88,auto,0
1823.57,1,0,13.95,health,0
10463.68,4,2,15.82,home,0
28043.73,1,0,12.07,auto,1
2296.78,3,1,5.4,home,0
2976.57,5,2,17.84,health,0
6401.95,4,1,16.32,auto,0
10866.38,5,0,3.62,home,0
4495.26,4,2,16.62,home,0
2484.0,4,0,19.47,home,0
2660.43,2,1,12.93,health,0
5947.36,0,2,6.0,auto,0
16.12,2,1,12.33,home,0
4832.52,5,0,7.18,home,0
2196.35,6,0,13.68,auto,0
7904.19,1,0,11.12,life,0
488.01,0,0,18.63,auto,0
4436.11,4,2,12.55,auto,0
3279.0,4,5,4.67,health,0
5140.66,5,0,14.64,auto,0
335.26,3,2,6.37,health,0
4337.31,1,1,5.81,health,0
4121.8,5,1,8.14,auto,0
4112.41,2,4,0.73,auto,1
4625.24,4,1,19.4,auto,0
5642.29,1,1,10.88,auto,0
8173.5,4,1,15.58,auto,0
1572.33,6,1,5.53,health,0
8716.26,1,2,15.06,health,0
3448.32,3,1,11.56,auto,0
400.95,2,1,8.77,health,0
301.68,2,1,19.43,auto,0
2034.12,4,0,10.13,home,0
7683.19,5,1,13.32,auto,0
6149.55,1,3,0.8,auto,1
7770.37,2,1,6.38,health,0
3641.48,4,0,17.83,home,0
2900.87,4,1,15.3,home,0
797.63,4,1,10.97,home,0
1988.92,6,0,18.05,auto,0
2845.98,3,0,9.98,health,0
463.87,4,1,11.55,health,0
1246.23,4,1,7.95,auto,0
4559.32,1,3,12.59,auto,0
6652.65,2,0,6.72,home,0
32027.36,1,1,8.02,home,0
13523.78,2,0,19.34,home,0
5144.01,1,1,2.67,home,0
2734.41,8,0,2.55,life,0
5055.44,2,2,1.34,auto,0
7700.76,2,1,6.74,home,0
629.72,6,0,8.27,home,0
2637.36,2,0,2.34,home,0
9156.73,2,0,11.21,auto,0
2421.19,0,2,11.87,home,0
4241.67,1,1,15.15,home,0
4430.86,1,0,19.53,home,0
1019.62,4,0,12.58,auto,0
2248.93,2,3,2.68,home,0
2036.17,5,2,2.23,health,0
132.73,3,1,15.66,health,0
122.45,3,0,13.18,health,0
8909.95,5,0,3.66,home,0
1594.63,3,2,5.44,auto,0
3649.87,3,1,15.13,home,0
1774.28,5,1,11.54,auto,0
14123.98,4,1,11.91,health,0
1500.78,1,1,4.6,auto,0
2807.59,4,3,12.77,health,0
10307.23,3,0,15.53,health,0
9223.7,1,0,17.76,health,0
1029.6,3,1,14.87,health,0
8113.71,2,2,11.74,home,0
3064.17,3,0,13.63,home,0
3298.26,1,0,9.96,auto,0
716.35,1,3,4.92,auto,0
420.18,2,0,17.7,auto,0
6508.65,4,0,10.89,auto,0
3430.47,2,2,12.09,life,0
2871.05,2,0,19.81,auto,0
6537.57,4,2,19.71,health,0
7251.77,2,1,11.93,auto,0
865.27,3,1,1.16,life,0
4710.93,4,0,8.22,auto,0
727.18,5,0,18.78,home,0
6959.05,3,0,6.12,home,0
5349.47,2,1,19.99,health,0
15688.16,5,1,2.14,auto,0
357.25,4,0,11.58,health,0
293.74,1,0,10.55,home,0
1657.73,5,2,5.48,auto,0
1517.06,2,1,19.0,auto,0
1418.31,3,0,12.57,health,0
11835.86,2,1,4.99,auto,0
1435.39,10,0,7.99,health,0
1586.93,4,0,14.56,auto,0
7123.06,3,1,6.31,home,0
2986.82,4,0,17.65,home,0
7496.43,5,2,3.73,home,0
338.0,3,2,5.66,auto,0
3342.97,1,1,3.33,health,0
170.96,2,0,2.53,health,0
323.51,3,1,6.36,home,0
11845.63,2,1,19.98,home,0
749.73,4,1,2.34,home,0
3800.93,5,1,4.65,life,0
2647.46,0,2,5.8,health,0
2133.52,2,1,12.57,auto,0
11504.6,3,0,15.03,auto,0
110.33,4,0,15.16,life,0
5450.09,2,0,0.67,auto,0
16537.77,0,1,13.21,life,0
4106.81,2,0,12.8,home,0
13809.03,1,0,10.59,auto,0
268.36,4,3,7.89,auto,0
2713.24,1,1,16.05,home,0
1506.59,2,0,7.21,health,0
6561.89,1,2,4.99,auto,0
19895.38,4,1,6.55,auto,1
1482.13,1,1,9.07,life,0
5309.11,2,0,4.67,auto,0
1103.84,4,3,12.35,home,0
4165.84,3,1,17.74,home,0
3117.48,9,0,12.11,auto,0
17878.71,1,1,9.21,auto,1
4689.2,0,0,16.04,auto,0
2150.12,1,1,15.09,auto,0
605.73,2,1,7.66,home,0
819.93,1,2,12.28,home,0
1276.51,0,0,14.73,home,0
1444.86,5,0,5.29,home,0
9506.18,5,1,7.64,auto,0
4118.82,7,0,2.56,auto,0
3705.29,2,3,19.76,auto,1
609.53,4,1,2.17,home,0
9835.56,6,0,3.79,life,0
6415.34,3,2,9.86,auto,0
350.33,7,2,17.37,home,0
6152.18,3,3,7.44,health,0
3921.25,4,2,15.49,health,0
426.29,2,0,13.68,life,0
3065.22,3,0,12.95,auto,0
3314.99,2,1,16.98,auto,0
906.26,2,0,0.78,auto,0
14565.98,5,0,18.62,auto,0
9484.78,2,0,16.67,home,0
5528.52,3,1,18.79,health,0
3102.23,4,0,15.97,home,0
2653.15,1,2,17.63,auto,0
5263.04,1,0,4.46,auto,0
3942.04,3,1,6.72,life,0
321.48,3,1,6.65,home,0
3592.35,3,0,2.63,life,0
8209.9,3,0,14.73,health,0
3073.9,1,0,3.16,life,0
266.77,3,6,1.52,health,0
7715.4,3,0,15.62,home,0
1124.25,0,1,18.14,health,0
1496.22,2,3,15.4,home,0
899.86,1,2,16.59,auto,0
2003.99,3,2,12.11,auto,0
7068.36,2,1,17.81,auto,0
3663.45,1,1,10.19,auto,0
1146.32,3,0,19.77,auto,0
10511.71,3,1,2.52,home,0
10583.93,4,1,16.28,life,0
10223.4,1,3,13.01,home,0
1364.27,1,1,11.82,home,0
3000.46,7,0,14.65,auto,0
20995.08,1,0,16.89,auto,1
7392.32,5,1,17.33,home,0
137.72,0,1,3.92,health,0
337.14,7,1,4.34,auto,0
3117.47,3,1,0.82,home,0
11996.59,1,1,3.07,health,0
3868.55,4,0,5.65,auto,0
3443.91,5,1,14.56,auto,0
557.3,2,0,9.78,health,0
5346.92,1,2,15.28,home,0
8632.76,2,0,9.99,auto,0
2393.57,6,0,11.33,auto,0
7471.89,1,1,2.67,home,0
16687.83,4,1,15.64,auto,1
1139.31,4,1,15.28,health,0
3704.65,2,2,6.5,auto,0
1692.34,1,0,6.91,auto,0
7871.67,0,1,4.78,auto,0
4308.93,2,0,16.37,life,0
5033.57,4,3,15.07,health,0
7995.31,4,0,12.38,health,0
2520.66,3,0,5.16,home,0
12330.82,5,1,3.85,health,0
3807.44,5,1,1.48,health,0
859.61,2,0,1.39,auto,0
5951.98,2,3,4.15,life,0
7881.5,4,1,2.46,health,0
1904.56,1,0,11.34,life,0
9730.82,4,1,7.48,health,0
11829.93,5,0,9.18,health,0
1621.07,3,0,12.08,life,0
20528.49,3,1,13.35,home,0
758.25,4,0,13.14,health,0
1128.33,1,1,5.59,auto,0
1018.08,3,2,16.29,health,0
11221.1,4,1,18.4,health,0
5310.81,3,1,6.66,health,0
824.99,1,2,0.83,health,0
2901.98,4,1,18.03,home,0
4776.43,2,1,18.51,home,0
435.77,4,1,1.49,auto,0
10703.03,1,2,0.6,auto,0
8138.1,4,2,16.42,home,0
3518.08,2,0,6.38,home,0
17075.46,4,1,18.33,auto,1
2704.37,2,1,4.73,auto,0
20710.43,7,0,17.29,auto,0
5511.9,3,2,1.84,health,0
5034.79,2,1,5.58,home,0
907.34,2,2,19.48,auto,0
10682.29,3,0,5.01,health,0
2788.62,2,0,3.09,auto,0
885.08,0,0,17.21,home,0
63.44,0,0,2.8,auto,0
4102.13,4,1,2.4,life,0
3747.53,3,2,6.81,auto,0
6353.3,2,1,12.89,health,0
11048.12,0,1,14.36,home,0
413.68,3,1,17.68,auto,0
6574.46,9,2,11.05,auto,0
1037.65,3,0,8.17,auto,0
9765.88,5,0,7.5,health,0
8548.05,7,1,17.01,auto,0
3891.28,4,0,14.61,health,0
6193.56,4,2,18.16,home,0
1886.94,1,1,19.3,auto,0
3185.42,2,0,6.35,auto,0
8619.67,3,3,10.83,life,0
3074.13,4,1,12.82,auto,0
2214.26,2,0,3.7,auto,0
3408.19,2,1,1.54,home,0
8808.55,0,1,17.42,auto,0
2041.41,2,0,10.94,home,0
954.36,2,1,11.63,auto,0
6224.22,2,1,11.32,life,0
8742.87,4,2,15.22,home,0
530.35,2,1,3.34,life,0
1371.36,4,1,12.47,auto,0
765.59,3,1,9.65,auto,0
2138.1,1,1,17.99,life,0
2992.38,3,0,10.63,auto,0
6908.05,6,1,18.89,home,0
5265.53,4,1,7.39,auto,0
4850.15,2,2,19.35,life,0
2172.22,6,0,17.57,auto,0
9208.35,3,2,11.89,health,0
3186.55,2,1,7.4,home,0
19341.21,5,1,7.83,auto,1
5027.55,4,1,15.57,auto,0
674.89,2,0,11.82,life,0
5637.8,4,1,8.33,health,0
1965.98,2,1,12.9,home,0
5797.02,1,1,14.8,home,0
360.92,3,0,0.95,auto,0
961.14,2,0,2.25,home,0
9680.6,3,0,2.34,home,0
1288.54,5,0,5.02,health,0
9071.29,3,2,8.83,auto,0
1637.5,2,2,16.17,life,0
5148.44,0,1,7.35,auto,0
5923.31,2,1,0.84,auto,0
3593.91,2,0,9.93,life,0
1821.45,5,2,19.93,home,0
1195.38,1,1,7.31,auto,0
168.76,1,1,19.24,health,0
1811.64,2,0,2.48,home,0
5294.5,2,0,3.88,auto,0
13927.75,3,1,14.62,home,0
10247.65,1,2,10.27,auto,0
7263.56,2,1,15.42,auto,0
7766.41,1,1,17.34,auto,0
5467.9,0,0,5.4,home,0
1507.46,4,1,13.82,auto,0
11886.28,2,4,12.35,health,0
5554.42,3,1,17.3,home,0
4109.91,4,0,8.89,auto,0
588.23,4,2,1.51,home,0
2962.49,6,0,11.7,health,0
3084.25,3,0,19.2,home,0
9996.27,4,0,0.79,auto,0
3955.43,1,1,5.19,auto,0
2393.41,4,1,6.66,health,0
18818.09,5,0,15.43,auto,0
586.72,0,1,6.8,auto,0
2745.65,1,0,5.16,home,0
214.67,5,3,13.15,auto,0
6733.52,5,1,1.4,life,0
12509.85,5,1,3.83,health,0
1642.78,3,1,8.46,home,0
9771.69,3,0,7.43,health,0
1728.1,5,0,7.27,home,0
12082.7,4,2,2.62,health,0
7011.34,2,0,7.54,home,0
8171.39,1,1,16.06,auto,0
90.85,3,0,8.57,life,0
16458.62,3,2,11.93,health,0
6485.4,5,1,3.69,life,0
1817.43,5,1,1.86,health,0
8842.01,4,1,17.66,home,0
1653.1,2,0,6.96,auto,0
10308.16,1,0,7.33,auto,0
597.19,4,1,17.61,auto,0
6081.68,2,1,14.3,auto,0
3890.24,2,2,15.25,home,0
507.59,3,1,13.8,home,0
1384.66,1,1,2.56,auto,0
62.41,3,1,19.18,home,0
3162.78,3,1,18.23,auto,0
1792.42,10,2,5.11,home,0
4560.96,2,0,16.18,life,0
1763.68,2,1,8.48,home,0
1782.8,3,0,13.83,auto,0
6797.16,9,0,3.73,home,0
246.7,3,2,11.0,health,0
11659.81,2,2,2.97,home,0
9561.64,2,1,10.96,life,0
5510.16,2,1,5.25,auto,0
4497.43,2,0,9.32,auto,0
11142.14,2,0,13.53,auto,0
1024.86,4,0,17.6,health,0
411.31,1,2,3.72,home,0
1368.96,0,0,17.92,auto,0
7913.45,2,1,8.11,auto,0
176.43,7,0,16.95,home,0
4371.03,2,2,10.49,life,0
26949.44,2,1,17.31,auto,1
9679.17,3,1,13.43,auto,0
3684.93,3,0,10.42,home,0
328.78,2,2,6.59,auto,0
8900.35,4,0,19.39,home,0
4568.7,5,3,16.12,home,0
610.46,4,2,7.93,home,0
492.79,2,0,3.75,life,0
12019.04,5,0,15.7,auto,0
5531.21,2,1,19.8,health,0
8838.85,2,0,5.94,life,0
10558.95,4,1,18.36,auto,0
4240.5,4,1,2.94,auto,0
3643.32,2,1,19.07,health,0
2814.35,6,1,15.03,health,0
1905.91,3,3,7.26,auto,0
2851.07,7,1,6.44,home,0
7433.44,1,3,13.05,home,0
4605.55,1,1,12.07,auto,0
11152.41,2,2,18.42,health,0
2929.36,0,3,15.44,home,0
4670.87,4,2,11.04,health,0
4988.96,5,3,18.59,home,0
4478.73,2,0,12.06,home,0
6063.95,1,1,17.07,home,0
1355.33,2,2,16.9,auto,0
3590.93,9,1,18.42,health,0
550.33,3,0,1.82,home,0
2426.69,2,2,11.88,health,0
3343.9,6,0,9.63,health,0
5280.99,5,0,10.07,home,0
15032.05,1,0,9.47,auto,1
4589.6,1,1,16.83,life,0
6804.96,4,1,6.71,auto,0
3528.79,0,1,9.52,life,0
5027.03,1,2,4.41,home,0
367.87,1,3,5.41,auto,0
1467.77,2,1,13.38,health,0
2245.93,6,3,2.78,health,0
3197.97,2,1,4.16,health,0
233.62,8,0,10.8,auto,0
754.25,2,0,1.35,health,0
1620.45,1,2,2.98,home,0
17794.99,3,1,17.34,home,0
2012.45,2,3,17.0,life,0
3289.3,2,2,7.28,home,0
1091.39,1,1,7.29,auto,0
4718.05,4,0,18.76,home,0
1647.27,3,1,1.0,home,0
1159.61,1,0,11.82,health,0
3634.27,2,2,12.15,auto,0
27.61,2,1,15.86,health,0
38.47,2,2,19.06,health,0
1236.34,4,0,7.44,auto,0
187.06,8,0,9.04,auto,0
571.59,5,1,13.59,home,0
2068.95,2,0,19.36,health,0
8112.25,4,0,17.87,home,0
4243.73,2,0,13.51,health,0
3594.05,3,0,17.21,home,0
1737.08,3,2,2.16,home,0
13423.16,6,2,7.85,auto,0
2529.32,7,1,0.76,auto,0
455.61,3,2,3.96,health,0
4799.47,3,0,12.79,health,0
604.28,2,0,17.77,home,0
2117.3,2,1,12.84,home,0
3540.41,1,1,13.45,home,0
10366.21,4,1,2.52,auto,0
3401.61,3,1,13.46,home,0
6057.65,1,1,9.36,home,0
24680.08,4,1,13.2,home,0
704.88,1,4,6.86,home,0
1606.07,5,2,11.84,health,0
2509.13,4,0,8.77,auto,0
2739.42,3,0,11.39,auto,0
2646.82,5,1,3.37,auto,0
11908.74,0,2,8.22,health,0
6259.39,1,0,7.8,home,0
4681.26,1,0,14.86,auto,0
1850.77,4,0,14.27,life,0
8680.4,2,0,18.22,home,0
15512.19,6,2,12.83,auto,0
8607.39,1,1,6.63,home,0
7.83,4,0,15.77,health,0
5058.52,4,1,10.19,home,0
262.45,1,2,4.27,home,0
1489.38,2,1,15.07,auto,0
306.85,3,3,3.08,auto,1
4629.12,8,0,3.97,auto,0
5801.21,0,3,15.3,auto,0
607.94,1,2,15.52,home,0
2421.23,3,1,15.92,home,0
3046.2,1,0,6.22,home,0
2302.67,4,0,17.4,home,0
644.99,4,2,14.59,auto,0
2714.57,0,0,16.76,auto,0
6955.09,1,0,14.32,auto,0
368.27,6,1,11.8,auto,0
417.89,5,1,2.63,health,0
2190.75,2,2,14.36,health,0
14212.97,3,3,13.96,health,0
5521.73,7,1,6.59,home,0
5676.43,1,2,14.85,auto,0
2246.46,4,2,11.23,health,0
4502.83,3,1,11.41,home,0
50.91,2,2,7.67,auto,0
5054.33,2,1,2.78,life,0
12225.75,3,1,4.73,auto,0
4741.15,6,1,15.49,home,0
10345.42,4,4,5.79,home,0
6436.28,1,0,0.54,health,0
642.34,3,1,19.94,life,0
11637.12,3,0,4.61,life,0
343.77,1,0,13.28,home,0
3817.5,2,1,18.57,home,0
766.56,1,3,12.19,auto,0
58.88,2,0,16.08,home,0
2741.2,4,2,19.54,health,0
1748.08,0,0,17.28,home,0
3327.66,2,0,11.38,auto,0
4304.28,0,2,7.59,auto,0
223.62,5,1,9.91,home,0
656.26,1,1,16.92,auto,0
4089.5,1,2,17.14,auto,0
2101.63,1,2,16.99,auto,0
6531.38,5,0,12.15,auto,0
5281.96,2,1,9.8,auto,0
9341.18,2,1,6.57,health,0
5896.28,2,3,0.57,home,1
2809.99,1,1,15.41,home,0
5588.47,2,0,5.9,home,0
1610.55,1,0,6.93,auto,0
1828.68,8,2,16.95,health,0
7779.13,10,3,1.52,life,0
2956.74,3,2,18.59,auto,0
8006.86,3,0,0.53,auto,0
8641.74,5,0,18.81,home,0
9744.25,0,1,9.37,auto,0
12422.65,2,2,2.49,life,0
2819.24,3,2,13.65,home,0
1919.99,1,2,17.97,auto,0
4363.75,0,1,9.04,home,0
2319.49,1,0,13.98,home,0
4594.9,2,3,19.6,auto,0
6113.84,0,1,5.19,health,0
5830.26,6,1,16.5,auto,0
2346.44,5,3,6.26,life,0
912.77,3,2,8.81,auto,0
2815.24,3,1,5.99,health,0
769.22,1,0,9.2,auto,0
11040.79,2,0,0.6,home,0
2122.3,6,2,6.42,home,0
838.9,2,1,9.18,auto,0
128.89,5,1,12.83,home,0
5189.78,5,2,12.93,auto,0
5065.42,2,1,11.88,home,0
2082.16,5,1,6.21,home,0
372.07,5,0,18.97,health,0
2635.02,4,2,8.14,auto,0
1864.15,4,0,4.73,auto,0
5652.38,1,0,11.31,home,0
4654.22,0,0,15.1,health,0
2267.45,1,1,0.74,health,0
1228.82,1,1,5.89,home,0
22129.25,4,0,16.59,health,0
3025.7,1,1,10.39,health,0
5828.16,4,1,8.47,auto,0
757.33,3,0,18.65,auto,0
3323.67,1,0,2.25,auto,0
139.61,7,0,12.5,auto,0
3520.59,2,3,7.17,home,0
16623.6,7,1,1.88,home,0
2424.22,3,0,4.67,home,0
198.88,4,0,12.74,auto,0
157.23,3,1,1.05,health,0
2455.01,3,0,12.05,home,0
871.92,2,0,19.16,home,0
118.15,3,0,16.0,life,0
7057.31,3,1,7.24,auto,0
3067.27,4,0,3.2,auto,0
1707.14,2,0,9.57,home,0
11517.09,1,0,8.16,health,0
617.28,3,0,19.45,auto,0
15608.61,5,0,19.8,health,0
1884.15,5,1,8.51,life,0
10964.34,1,0,3.4,home,0
4618.38,1,0,18.26,auto,0
8763.87,5,0,15.97,home,0
